prefab_group_id,host_wall_element_id,element_id,category,family,type,level,takt_id,source_schedule
PREFAB_WALL_L0_015,1937506,1937490,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937491,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937492,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937493,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937494,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937495,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937497,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937502,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937503,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_015,1937506,1937479,Walls,,Storefront - EXTERIOR ISLAND,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937723,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937725,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937727,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937732,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937733,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937734,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937735,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937736,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937737,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937738,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937740,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937745,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937746,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_016,1937749,1937722,Walls,,Storefront - EXTERIOR ISLAND,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937892,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937894,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937896,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937901,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937902,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937903,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937904,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937905,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937906,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937907,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937909,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937914,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937915,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_017,1937918,1937891,Walls,,Storefront - EXTERIOR ISLAND,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938063,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938065,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938067,Curtain Panels,System Panel,Glazed,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938072,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938073,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938074,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938075,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938076,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938077,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938078,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938080,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938085,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938086,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_018,1938089,1938062,Walls,,Storefront - EXTERIOR ISLAND,L 0,L 0 Zone 4,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938169,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938171,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938173,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938178,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938179,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938180,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938181,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938182,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938183,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938184,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938186,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938191,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938192,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_019,1938195,1938168,Walls,,Storefront - EXTERIOR ISLAND,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949147,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949149,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949151,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949156,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949157,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949158,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949159,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949160,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949161,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949164,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949169,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949170,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949438,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949441,Curtain Panels,System Panel,Glazed,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949454,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949455,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949456,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949457,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949460,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949461,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
PREFAB_WALL_L0_020,1949173,1949146,Walls,,Storefront - EXTERIOR ISLAND,L 0,,C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv
