ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
1024104,Air Terminals,Return Diffuser,6x6 Connection 3,L 1,,Mechanical Return Air 3,Return Air,,,"4""x4""",,"4""","4""",,1 SF,0.12 CF,,,,,,100 m³/h,100 m³/h,0.06 in-wg,,,,,,,,1,0.981,,,4,4,Point,74.353,181.032,27.167,,,,,,,0,72.978,179.657,27.167,75.728,182.407,27.5,74.353,181.032,27.333,,"Area=1 SF | Diffuser Height=0' - 10"" | Diffuser Width=0' - 10"" | Duct Height=4"" | Duct Width=4"" | Flow=100 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.12 CF | Width 1=0' - 6 1/2"""
1024122,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 3,Return Air,,,"4""x4""",,"4""","4""","0' - 9""",1 SF,,,,,"0""","0""",100 m³/h,100 m³/h,0.00 in-wg,,,,,,,,2,1.962,,,4,4,Curve,71.295,196.122,26.417,71.67,196.122,26.417,70.92,196.122,26.417,,70.92,195.955,26.25,71.67,196.288,26.583,71.295,196.122,26.417,,"Additional Flow=0 m³/h | Area=1 SF | Flow=100 m³/h | Free Size=4""x4"" | Height=4"" | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=0' - 9"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 3"" | Lower End Top of Insulation Elevation=11' - 7"" | Overall Size=4""x4"" | Pressure Drop=0.00 in-wg | Size=4""x4"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 3"" | Upper End Top of Insulation Elevation=11' - 7"" | Velocity Pressure=0.02 in-wg | Width=4"""
1024131,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 3,Return Air,,,"5""x5""",,"5""","5""","5' - 10 13/32""",10 SF,,,,,"0""","0""",200 m³/h,200 m³/h,0.01 in-wg,,,,,,,,2,3.924,,,5,5,Curve,70.67,177.847,26.417,70.67,180.782,26.417,70.67,174.913,26.417,,70.462,174.913,26.208,70.878,180.782,26.625,70.67,177.847,26.417,,"Additional Flow=0 m³/h | Area=10 SF | Flow=200 m³/h | Free Size=5""x5"" | Height=5"" | Hydraulic Diameter=5"" | Insulation Thickness=0"" | Length=5' - 10 13/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 2 1/2"" | Lower End Top of Insulation Elevation=11' - 7 1/2"" | Overall Size=5""x5"" | Pressure Drop=0.01 in-wg | Size=5""x5"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 2 1/2"" | Upper End Top of Insulation Elevation=11' - 7 1/2"" | Velocity Pressure=0.03 in-wg | Width=5"""
1024138,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Return Air 3,Return Air,,,"4""x4""-4""x4""",,"4""","4""","4""x4""-4""x4""",,0.06 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2,1.962,,,4,4,Point,70.67,196.122,26.417,,,,,,,180,70.503,195.872,26.25,70.92,196.288,26.583,70.712,196.08,26.417,,"Duct Height=4"" | Duct Length 1=3"" | Duct Width=4"" | Free Size=4""x4""-4""x4"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=4""x4""-4""x4"" | Pressure Drop=0.02 in-wg | Size=4""x4""-4""x4"" | Volume=0.06 CF"
1024145,Duct Fittings,Rectangular Elbow - Mitered,Standard,L 1,,Mechanical Return Air 3,Return Air,,,"5""x5""-5""x5""",,"5""","5""","5""x5""-5""x5""",,0.10 CF,,,,"0""","0""",,,0.03 in-wg,,,,,,,,2,3.924,,,5,5,Point,70.67,174.622,26.417,,,,,,,270,70.462,174.413,26.208,70.962,174.913,26.625,70.712,174.663,26.417,,"Duct Height=5"" | Duct Length 1=4"" | Duct Width=5"" | Free Size=5""x5""-5""x5"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=5""x5""-5""x5"" | Pressure Drop=0.03 in-wg | Size=5""x5""-5""x5"" | Volume=0.10 CF"
1024154,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 3,Return Air,,,"6""x6""",,"6""","6""","17' - 7 5/16""",32 SF,,,,,"0""","0""",200 m³/h,200 m³/h,0.02 in-wg,,,,,,,,2,3.924,,,5.5,5.5,Curve,91.944,183.768,26.417,91.944,192.572,26.417,91.944,174.964,26.417,,91.714,174.964,26.187,92.173,192.572,26.646,91.944,183.768,26.417,,"Additional Flow=0 m³/h | Area=32 SF | Flow=200 m³/h | Free Size=5 1/2""x5 1/2"" | Height=6"" | Hydraulic Diameter=6"" | Insulation Thickness=0"" | Length=17' - 7 5/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 2 1/4"" | Lower End Top of Insulation Elevation=11' - 7 3/4"" | Overall Size=5 1/2""x5 1/2"" | Pressure Drop=0.02 in-wg | Size=6""x6"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 2 1/4"" | Upper End Top of Insulation Elevation=11' - 7 3/4"" | Velocity Pressure=0.02 in-wg | Width=6"""
1024163,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 3,Return Air,,,"5""x5""",,"5""","5""","20' - 8 9/32""",34 SF,,,,,"0""","0""",200 m³/h,200 m³/h,0.04 in-wg,,,,,,,,2,3.924,,,5,5,Curve,81.307,174.622,26.417,70.962,174.622,26.417,91.652,174.622,26.417,,70.962,174.413,26.208,91.652,174.83,26.625,81.307,174.622,26.417,,"Additional Flow=0 m³/h | Area=34 SF | Flow=200 m³/h | Free Size=5""x5"" | Height=5"" | Hydraulic Diameter=5"" | Insulation Thickness=0"" | Length=20' - 8 9/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 2 1/2"" | Lower End Top of Insulation Elevation=11' - 7 1/2"" | Overall Size=5""x5"" | Pressure Drop=0.04 in-wg | Size=5""x5"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 2 1/2"" | Upper End Top of Insulation Elevation=11' - 7 1/2"" | Velocity Pressure=0.03 in-wg | Width=5"""
1024181,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Return Air 3,Return Air,,,"5""x5""-5""x5""-4""x5""",,,"5""","5""x5""-5""x5""-4""x5""",,0.10 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,3.924,,,5,5,Point,70.67,181.032,26.417,,,,,,,90,70.462,180.782,26.208,70.962,181.282,26.625,70.712,181.032,26.417,,"Duct Height=5"" | Duct Length 1=3"" | Duct Length 3=4"" | Duct Width 1=5"" | Duct Width 3=4"" | Free Size=5""x5""-5""x5""-4""x5"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=3"" | Lining Thickness=0"" | Overall Size=5""x5""-5""x5""-4""x5"" | Size=5""x5""-5""x5""-4""x5"" | Volume=0.10 CF"
1024182,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 3,Return Air,,,"4""x4""",,"4""","4""","14' - 5 7/8""",19 SF,,,,,"0""","0""",100 m³/h,100 m³/h,0.02 in-wg,,,,,,,,2,1.962,,,4,4,Curve,70.67,188.627,26.417,70.67,195.872,26.417,70.67,181.382,26.417,,70.503,181.382,26.25,70.837,195.872,26.583,70.67,188.627,26.417,,"Additional Flow=0 m³/h | Area=19 SF | Flow=100 m³/h | Free Size=4""x4"" | Height=4"" | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=14' - 5 7/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 3"" | Lower End Top of Insulation Elevation=11' - 7"" | Overall Size=4""x4"" | Pressure Drop=0.02 in-wg | Size=4""x4"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 3"" | Upper End Top of Insulation Elevation=11' - 7"" | Velocity Pressure=0.02 in-wg | Width=4"""
1024183,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 3,Return Air,,,"4""x4""",,"4""","4""","0' - 7 9/32""",1 SF,,,,,"0""","0""",100 m³/h,100 m³/h,0.00 in-wg,,,,,,,,2,1.962,,,4,4,Curve,71.366,181.032,26.417,71.062,181.032,26.417,71.67,181.032,26.417,,71.062,180.865,26.25,71.67,181.198,26.583,71.366,181.032,26.417,,"Additional Flow=0 m³/h | Area=1 SF | Flow=100 m³/h | Free Size=4""x4"" | Height=4"" | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=0' - 7 9/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 3"" | Lower End Top of Insulation Elevation=11' - 7"" | Overall Size=4""x4"" | Pressure Drop=0.00 in-wg | Size=4""x4"" | Size Lock=False | Upper End Bottom of Insulation Elevation=11' - 3"" | Upper End Top of Insulation Elevation=11' - 7"" | Velocity Pressure=0.02 in-wg | Width=4"""
1024203,Flex Ducts,,Flex - Round,L 1,,Mechanical Return Air 3,Return Air,,,"4""ø","4""",,,"3' - 2 9/32""",,,,,,"0""","0""",100 m³/h,100 m³/h,0.01 in-wg,,,,,,,,2,1.962,,4,,,Curve,73.053,181.032,27,71.753,181.032,26.417,74.353,181.032,27.583,,71.753,180.865,26.25,74.267,181.198,28.003,73.01,181.032,27.126,,"Additional Flow=0 m³/h | Diameter=4"" | Flow=100 m³/h | Free Size=4""ø | Hydraulic Diameter=4"" | Insulation Thickness=0"" | Length=3' - 2 9/32"" | Lining Thickness=0"" | Overall Size=4""ø | Pressure Drop=0.01 in-wg | Size Lock=False | Velocity Pressure=0.03 in-wg"
