ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Comments,Parameter Snapshot
980848,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
980996,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981011,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981026,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981043,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981060,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981077,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981092,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981113,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981130,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981147,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981164,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981179,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981196,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981234,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981249,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981264,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981281,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981298,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981315,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981535,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
981860,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
981861,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
981862,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
981863,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
981864,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
981865,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
982203,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
982211,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
982221,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
982229,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
982435,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"3""","3""",,1 SF,0.06 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16"""
983731,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
983732,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
983733,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
983734,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
983735,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
983736,Air Terminals,Exhaust Grill,6x6 Connection 3,L 0,,Mechanical Exhaust Air 1,Exhaust Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,50 m³/h,50 m³/h,0.06 in-wg,,,,,,,,1,0.49,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=50 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1022701,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",,,Mechanical Return Air 13,Return Air,,,"24""x12""",,"1' - 0""",,"2' - 0""",,0.26 CF,,,,,,25 m³/h,25 m³/h,,,,,,,,,1,0.245,,,24.25,12.25,,"Core Length=2' - 0 29/32"" | Core Width=1' - 0 29/32"" | Flow=25 m³/h | Frame Length=2' - 1 3/4"" | Frame Thickness=0' - 0 1/2"" | Frame Width=1' - 1 3/4"" | Length=2' - 0"" | Nominal Length=2' - 0"" | Nominal Size=24"" x 12"" | Nominal Width=1' - 0"" | Opening Length=2' - 0 1/4"" | Opening Width=1' - 0 1/4"" | Outer Frame Length=2' - 2 13/16"" | Outer Frame Width=1' - 2 13/16"" | Price-Design Airflow=25 m³/h | Price-Face Size=26 13/16"" x 14 13/16"" | Price-Material=STEEL | Price-Total Pressure=0.00 in-wg | Show Airflow Arrow=True | Size=24""x12"" | Size Index=29 | Volume=0.26 CF | Width=1' - 0"""
1022711,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",,,Mechanical Return Air 14,Return Air,,,"24""x12""",,"1' - 0""",,"2' - 0""",,0.26 CF,,,,,,25 m³/h,25 m³/h,,,,,,,,,1,0.245,,,24.25,12.25,,"Core Length=2' - 0 29/32"" | Core Width=1' - 0 29/32"" | Flow=25 m³/h | Frame Length=2' - 1 3/4"" | Frame Thickness=0' - 0 1/2"" | Frame Width=1' - 1 3/4"" | Length=2' - 0"" | Nominal Length=2' - 0"" | Nominal Size=24"" x 12"" | Nominal Width=1' - 0"" | Opening Length=2' - 0 1/4"" | Opening Width=1' - 0 1/4"" | Outer Frame Length=2' - 2 13/16"" | Outer Frame Width=1' - 2 13/16"" | Price-Design Airflow=25 m³/h | Price-Face Size=26 13/16"" x 14 13/16"" | Price-Material=STEEL | Price-Total Pressure=0.00 in-wg | Show Airflow Arrow=True | Size=24""x12"" | Size Index=29 | Volume=0.26 CF | Width=1' - 0"""
1022788,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",L 1,,Mechanical Return Air 15,Return Air,,,"24""x12""",,"1' - 0""",,"2' - 0""",,0.26 CF,,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,24.25,12.25,,"Core Length=2' - 0 29/32"" | Core Width=1' - 0 29/32"" | Flow=0 m³/h | Frame Length=2' - 1 3/4"" | Frame Thickness=0' - 0 1/2"" | Frame Width=1' - 1 3/4"" | Length=2' - 0"" | Nominal Length=2' - 0"" | Nominal Size=24"" x 12"" | Nominal Width=1' - 0"" | Opening Length=2' - 0 1/4"" | Opening Width=1' - 0 1/4"" | Outer Frame Length=2' - 2 13/16"" | Outer Frame Width=1' - 2 13/16"" | Price-Design Airflow=0 m³/h | Price-Face Size=26 13/16"" x 14 13/16"" | Price-Material=STEEL | Price-Total Pressure=0.00 in-wg | Show Airflow Arrow=True | Size=24""x12"" | Size Index=29 | Volume=0.26 CF | Width=1' - 0"""
1023122,Air Terminals,Exhaust Grill,6x6 Connection 3,L 1,,Mechanical Return Air 3,Return Air,,,"3""x3""",,"3""","3""",,1 SF,0.07 CF,,,,,,25 m³/h,25 m³/h,0.06 in-wg,,,,,,,,1,0.245,,,3,3,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=3"" | Duct Width=3"" | Flow=25 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.07 CF | Width 1=0' - 5 3/16"""
1023145,Air Terminals,Exhaust Grill,12 x 12 Connection 2,L 1,,Mechanical Return Air 3,Return Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,60 m³/h,60 m³/h,0.06 in-wg,,,,,,,,1,0.589,,,6,6,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=60 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1023152,Air Terminals,Exhaust Grill,12 x 12 Connection 2,L 1,,Mechanical Return Air 3,Return Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,90 m³/h,90 m³/h,0.06 in-wg,,,,,,,,1,0.883,,,6,6,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=90 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1023916,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",L 1,,Mechanical Return Air 20,Return Air,,,"24""x12""",,"1' - 0""",,"2' - 0""",,0.26 CF,,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,24.25,12.25,,"Core Length=2' - 0 29/32"" | Core Width=1' - 0 29/32"" | Flow=0 m³/h | Frame Length=2' - 1 3/4"" | Frame Thickness=0' - 0 1/2"" | Frame Width=1' - 1 3/4"" | Length=2' - 0"" | Nominal Length=2' - 0"" | Nominal Size=24"" x 12"" | Nominal Width=1' - 0"" | Opening Length=2' - 0 1/4"" | Opening Width=1' - 0 1/4"" | Outer Frame Length=2' - 2 13/16"" | Outer Frame Width=1' - 2 13/16"" | Price-Design Airflow=0 m³/h | Price-Face Size=26 13/16"" x 14 13/16"" | Price-Material=STEEL | Price-Total Pressure=0.00 in-wg | Show Airflow Arrow=True | Size=24""x12"" | Size Index=29 | Volume=0.26 CF | Width=1' - 0"""
1023982,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",,,Mechanical Return Air 21,Return Air,,,"24""x12""",,"1' - 0""",,"2' - 0""",,0.26 CF,,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,24.25,12.25,,"Core Length=2' - 0 29/32"" | Core Width=1' - 0 29/32"" | Flow=0 m³/h | Frame Length=2' - 1 3/4"" | Frame Thickness=0' - 0 1/2"" | Frame Width=1' - 1 3/4"" | Length=2' - 0"" | Nominal Length=2' - 0"" | Nominal Size=24"" x 12"" | Nominal Width=1' - 0"" | Opening Length=2' - 0 1/4"" | Opening Width=1' - 0 1/4"" | Outer Frame Length=2' - 2 13/16"" | Outer Frame Width=1' - 2 13/16"" | Price-Design Airflow=0 m³/h | Price-Face Size=26 13/16"" x 14 13/16"" | Price-Material=STEEL | Price-Total Pressure=0.00 in-wg | Show Airflow Arrow=True | Size=24""x12"" | Size Index=29 | Volume=0.26 CF | Width=1' - 0"""
1023993,Air Terminals,PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted,"24"" x 12""",,,Mechanical Return Air 22,Return Air,,,"24""x12""",,"1' - 0""",,"2' - 0""",,0.26 CF,,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,24.25,12.25,,"Core Length=2' - 0 29/32"" | Core Width=1' - 0 29/32"" | Flow=0 m³/h | Frame Length=2' - 1 3/4"" | Frame Thickness=0' - 0 1/2"" | Frame Width=1' - 1 3/4"" | Length=2' - 0"" | Nominal Length=2' - 0"" | Nominal Size=24"" x 12"" | Nominal Width=1' - 0"" | Opening Length=2' - 0 1/4"" | Opening Width=1' - 0 1/4"" | Outer Frame Length=2' - 2 13/16"" | Outer Frame Width=1' - 2 13/16"" | Price-Design Airflow=0 m³/h | Price-Face Size=26 13/16"" x 14 13/16"" | Price-Material=STEEL | Price-Total Pressure=0.00 in-wg | Show Airflow Arrow=True | Size=24""x12"" | Size Index=29 | Volume=0.26 CF | Width=1' - 0"""
