ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
582090,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,66.548,198.666,0,,,,,,,0,65.819,197.937,0,67.277,199.395,15,66.548,198.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=F-6 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582091,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,37.548,198.666,0,,,,,,,0,36.819,197.937,0,38.277,199.395,15,37.548,198.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=D-6 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582092,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,8.548,198.666,0,,,,,,,0,7.819,197.937,0,9.277,199.395,15,8.548,198.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=B-6 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582093,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,124.548,169.666,0,,,,,,,0,123.819,168.937,0,125.277,170.395,15,124.548,169.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=J-4 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582094,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,95.548,169.666,0,,,,,,,0,94.819,168.937,0,96.277,170.395,15,95.548,169.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=H-4 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582095,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,66.548,169.666,0,,,,,,,0,65.819,168.937,0,67.277,170.395,15,66.548,169.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=F-4 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582096,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,37.548,169.666,0,,,,,,,0,36.819,168.937,0,38.277,170.395,15,37.548,169.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=D-4 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582097,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,8.548,169.666,0,,,,,,,0,7.819,168.937,0,9.277,170.395,15,8.548,169.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=B-4 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582098,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,124.548,140.666,0,,,,,,,0,123.819,139.937,0,125.277,141.395,15,124.548,140.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=J-2 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582099,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,95.548,140.666,0,,,,,,,0,94.819,139.937,0,96.277,141.395,15,95.548,140.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=H-2 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582100,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,66.548,140.666,0,,,,,,,0,65.819,139.937,0,67.277,141.395,15,66.548,140.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=F-2 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582101,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,37.548,140.666,0,,,,,,,0,36.819,139.937,0,38.277,141.395,15,37.548,140.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=D-2 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
