ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,Assembly Code,Assembly Description,Depth,Type Comments,Base Level,Top Level,Base Offset,Top Offset,takt_id
1789260,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","8' - 0""",5 SF,0.69 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,237.597,0.0,,,,,,,180.0,124.57,237.597,0.0,124.987,237.805,8.0,124.779,237.701,4.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789261,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","7' - 0""",4 SF,0.61 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,237.597,8.0,,,,,,,180.0,124.57,237.597,8.0,124.987,237.805,15.0,124.779,237.701,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789262,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","7' - 0""",4 SF,0.61 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,242.166,15.0,,,,,,,90.0,124.57,241.958,8.0,124.987,242.166,15.0,124.779,242.062,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789263,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","8' - 0""",5 SF,0.69 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,242.166,8.0,,,,,,,90.0,124.57,241.958,0.0,124.987,242.166,8.0,124.779,242.062,4.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789264,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","4' - 1 27/32""",3 SF,0.36 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,237.805,8.0,,,,,,,120.0,124.57,237.805,7.896,124.987,241.958,8.104,124.779,239.881,8.0,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 1 27/32"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789371,Walls,,Storefront - EXTERIOR ISLAND,L 0,,,,,,,,,,"4' - 0""",60 SF,,,,,,,,,,,,,,,,,,,,,,,Curve,124.779,215.736,0.0,124.779,213.736,0.0,124.779,217.736,0.0,,124.279,213.736,0.0,125.279,217.736,15.0,124.779,215.736,7.5,,"Adjust for Mullion Size=False | Area=60 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=4' - 0"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=15' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,B2010,Exterior Walls,,,,,"0' - 0""","0' - 0""",
1789372,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,"3' - 7""","7' - 8 1/4""",,28 SF,2.30 CF,Glass,,,,,,,,,,,,,,,,,,,,,BoundingBox,124.675,215.736,4.052,,,,,,,,124.633,213.944,0.208,124.716,217.527,7.896,124.675,215.736,4.052,,"Area=28 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.30 CF | Width=3' - 7""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 1""",,,,,,
1789377,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,"3' - 7""","6' - 8 1/4""",,24 SF,2.00 CF,Glass,,,,,,,,,,,,,,,,,,,,,BoundingBox,124.675,215.736,11.448,,,,,,,,124.633,213.944,8.104,124.716,217.527,14.792,124.675,215.736,11.448,,"Area=24 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 8 1/4"" | Level=L 0 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.00 CF | Width=3' - 7""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 1""",,,,,,
1789380,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","3' - 7""",2 SF,0.31 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,217.527,15.0,,,,,,,240.0,124.57,213.944,14.792,124.987,217.527,15.0,124.779,215.736,14.896,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 7"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.31 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789381,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","3' - 7""",2 SF,0.31 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,213.944,0.0,,,,,,,240.0,124.57,213.944,0.0,124.987,217.527,0.208,124.779,215.736,0.104,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 7"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.31 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789382,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","8' - 0""",5 SF,0.69 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,217.736,0.0,,,,,,,180.0,124.57,217.527,0.0,124.987,217.736,8.0,124.779,217.632,4.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789383,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","7' - 0""",4 SF,0.61 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,217.736,8.0,,,,,,,180.0,124.57,217.527,8.0,124.987,217.736,15.0,124.779,217.632,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789384,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","7' - 0""",4 SF,0.61 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,213.736,15.0,,,,,,,270.0,124.57,213.736,8.0,124.987,213.944,15.0,124.779,213.84,11.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789385,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","8' - 0""",5 SF,0.69 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,213.736,8.0,,,,,,,270.0,124.57,213.736,0.0,124.987,213.944,8.0,124.779,213.84,4.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789386,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,"0' - 5""","3' - 7""",2 SF,0.31 CF,Aluminum,,,,,,,,,,,,,,,,,,,,,Point,124.779,217.527,8.0,,,,,,,240.0,124.57,213.944,7.896,124.987,217.527,8.104,124.779,215.736,8.0,,"Area=2 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 7"" | Level=L 0 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.31 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 5""",,,,,,
1789525,Doors,Door-Passage-Single-Flush,"36"" x 96"" EXTERIOR",L 0,340.0,,,,,,,"3' - 6""","8' - 0""",,65 SF,6.13 CF,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,,,,,,,,,,,,,,,Point,124.777,254.354,0.0,,,,,,,270.0,124.402,252.374,0.0,128.527,256.27,8.333,126.465,254.322,4.167,,"Area=65 SF | Assembly Code=B2030 | Assembly Description=Exterior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 96"" EXTERIOR | Frame Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 0 | Mark=340 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 96"" EXTERIOR | Type Id=36"" x 96"" EXTERIOR | Type IfcGUID=21niu4ukDA1u2Qnv1EMNiA | Type Mark=28 | Type Name=36"" x 96"" EXTERIOR | Volume=6.13 CF | Width=3' - 6""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,B2030,Exterior Doors,"0' - 1 3/4""",,,,,,
1789679,Stairs,,Monolithic Stair,,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,132.675,190.078,0.0,,,,,,,,125.341,185.323,-15.0,140.008,194.833,15.0,132.675,190.078,0.0,,"Actual Riser Height=0' - 6 15/16"" | Actual Tread Depth=0' - 11"" | Base Level=L -1 | Base Offset=0' - 0"" | Cut Mark Type=Single Zigzag | Desired Stair Height=30' - 0"" | Export Type to IFC=0 | Family and Type=Monolithic Stair | Landing Type=7"" Thickness | Left Lateral Offset=0' - 0"" | Maximum Riser Height=0' - 7"" | Minimum Run Width=3' - 0"" | Minimum Tread Depth=1' - 0"" | Right Lateral Offset=0' - 0"" | Run Type=3/4"" Nosing | Top Level=L 1 | Top Offset=0' - 0"" | Type=Monolithic Stair | Type Id=Monolithic Stair | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1XR | Type Name=Monolithic Stair",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,,,L -1,L 1,"0' - 0""","0' - 0""",
1789791,Runs,,"3/4"" Nosing",,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,134.477,187.323,0.0,,,,,,,,128.945,185.323,-15.0,140.008,189.323,15.0,134.477,187.323,0.0,,"Actual Riser Height=0' - 6 15/16"" | Actual Run Width=4' - 0"" | Actual Tread Depth=0' - 11"" | Export Type to IFC=0 | Family and Type=3/4"" Nosing | Monolithic Material=Concrete, Cast-in-Place gray | Nosing Length=0' - 0 3/4"" | Relative Base Height=0' - 0"" | Relative Top Height=7' - 6"" | Riser Thickness=0' - 0"" | Run Height=7' - 6"" | Structural Depth=0' - 2 1/2"" | Tread Thickness=0' - 0"" | Type=3/4"" Nosing | Type Id=3/4"" Nosing | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1X5 | Type Name=3/4"" Nosing",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 2 1/2""",,,,,,
1789888,Runs,,"3/4"" Nosing",,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,134.508,192.833,0.0,,,,,,,,129.008,190.833,-15.0,140.008,194.833,15.0,134.508,192.833,0.0,,"Actual Riser Height=0' - 6 15/16"" | Actual Run Width=4' - 0"" | Actual Tread Depth=0' - 11"" | Export Type to IFC=0 | Family and Type=3/4"" Nosing | Monolithic Material=Concrete, Cast-in-Place gray | Nosing Length=0' - 0 3/4"" | Relative Base Height=7' - 6"" | Relative Top Height=15' - 0"" | Riser Thickness=0' - 0"" | Run Height=7' - 6"" | Structural Depth=0' - 2 1/2"" | Tread Thickness=0' - 0"" | Type=3/4"" Nosing | Type Id=3/4"" Nosing | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1X5 | Type Name=3/4"" Nosing",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 2 1/2""",,,,,,
1789890,Landings,,"7"" Thickness",,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,127.206,190.078,0.0,,,,,,,,125.341,185.323,-15.0,129.07,194.833,15.0,127.206,190.078,0.0,,"Export Type to IFC=0 | Family and Type=7"" Thickness | Monolithic Material=Concrete, Cast-in-Place gray | Monolithic Thickness=0' - 7"" | Relative Height=7' - 6"" | Total Thickness=0' - 7"" | Type=7"" Thickness | Type Id=7"" Thickness | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1XQ | Type Name=7"" Thickness",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,,,,,,,
1790732,Walls,,"Concrete 8"" DNC",L -1,,,,,,,,"0' - 8""",,"25' - 4""",380 SF,253.33 CF,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,Curve,137.548,195.145,-15.0,124.882,195.145,-15.0,150.215,195.145,-15.0,,124.882,194.812,-15.0,150.215,195.479,0.0,137.548,195.145,-7.5,,"Area=380 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Concrete 8"" DNC | Length=25' - 4"" | Related to Mass=False | Structural Material=Concrete, Cast-in-Place gray | Thermal Mass=15.0210 BTU/(ft²·°F) | Top Offset=0' - 0"" | Type=Concrete 8"" DNC | Type Id=Concrete 8"" DNC | Type IfcGUID=308Tsr$XX9nhRZUBmRm393 | Type Mark=C01 | Type Name=Concrete 8"" DNC | Unconnected Height=15' - 0"" | Volume=253.33 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,,,,,"0' - 0""","0' - 0""",
1793174,Stairs,,Monolithic Stair,,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,-18.334,180.333,-7.5,,,,,,,,-33.334,161.333,-15.0,-3.334,199.333,0.0,-18.334,180.333,-7.5,,"Actual Riser Height=0' - 6 15/16"" | Actual Tread Depth=1' - 0"" | Base Level=L -1 | Base Offset=0' - 0"" | Cut Mark Type=Single Zigzag | Desired Stair Height=15' - 0"" | Export Type to IFC=0 | Family and Type=Monolithic Stair | Landing Type=7"" Thickness | Left Lateral Offset=0' - 0"" | Maximum Riser Height=0' - 7"" | Minimum Run Width=3' - 0"" | Minimum Tread Depth=1' - 0"" | Right Lateral Offset=0' - 0"" | Run Type=3/4"" Nosing | Top Level=L 0 | Top Offset=0' - 0"" | Type=Monolithic Stair | Type Id=Monolithic Stair | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1XR | Type Name=Monolithic Stair",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,,,L -1,L 0,"0' - 0""","0' - 0""",
1794881,Runs,,"3/4"" Nosing",,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,-18.334,195.833,-7.5,,,,,,,,-33.334,192.333,-15.0,-3.334,199.333,0.0,-18.334,195.833,-7.5,,"Actual Riser Height=0' - 6 15/16"" | Actual Run Width=30' - 0"" | Actual Tread Depth=1' - 0"" | Export Type to IFC=0 | Family and Type=3/4"" Nosing | Monolithic Material=Concrete, Cast-in-Place gray | Nosing Length=0' - 0 3/4"" | Relative Base Height=10' - 4 5/8"" | Relative Top Height=15' - 0"" | Riser Thickness=0' - 0"" | Run Height=4' - 7 3/8"" | Structural Depth=0' - 2 1/2"" | Tread Thickness=0' - 0"" | Type=3/4"" Nosing | Type Id=3/4"" Nosing | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1X5 | Type Name=3/4"" Nosing",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 2 1/2""",,,,,,
1794997,Runs,,"3/4"" Nosing",,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,-18.334,181.364,-7.5,,,,,,,,-33.334,177.833,-15.0,-3.334,184.895,0.0,-18.334,181.364,-7.5,,"Actual Riser Height=0' - 6 15/16"" | Actual Run Width=30' - 0"" | Actual Tread Depth=1' - 0"" | Export Type to IFC=0 | Family and Type=3/4"" Nosing | Monolithic Material=Concrete, Cast-in-Place gray | Nosing Length=0' - 0 3/4"" | Relative Base Height=5' - 9 7/32"" | Relative Top Height=10' - 4 5/8"" | Riser Thickness=0' - 0"" | Run Height=4' - 7 3/8"" | Structural Depth=0' - 2 1/2"" | Tread Thickness=0' - 0"" | Type=3/4"" Nosing | Type Id=3/4"" Nosing | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1X5 | Type Name=3/4"" Nosing",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,"0' - 2 1/2""",,,,,,
1794999,Landings,,"7"" Thickness",,,,,,,,,,,,,,"Concrete, Cast-in-Place gray",,,,,,,,,,,,,,,,,,,,,BoundingBox,-18.334,188.614,-7.5,,,,,,,,-33.334,184.833,-15.0,-3.334,192.395,0.0,-18.334,188.614,-7.5,,"Export Type to IFC=0 | Family and Type=7"" Thickness | Monolithic Material=Concrete, Cast-in-Place gray | Monolithic Thickness=0' - 7"" | Relative Height=10' - 4 5/8"" | Total Thickness=0' - 7"" | Type=7"" Thickness | Type Id=7"" Thickness | Type IfcGUID=2DlOjOyRTFpQxc_0Rnt1XQ | Type Name=7"" Thickness",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\04_Island_ARCH_Concept2_V35_2026-04-26_11-27-00am_detached_Architecture_TakeOff.csv,,,,,,,,,
